club_name,player_name,age,position,club_involved_name,fee,transfer_movement,transfer_period,fee_cleaned,league_name,year,season
Stade Brestois 29,Lucien Agoume,19,Defensive Midfield,Inter,loan transfer,in,Summer,NA,Ligue 1,2021,2021/2022
Stade Brestois 29,Rafiki Saïd,21,Centre-Forward,Stade Briochin,"End of loanJun 30, 2021",in,Summer,0,Ligue 1,2021,2021/2022
Stade Brestois 29,Heriberto Tavares,24,Right Winger,Famalicão,"End of loanJun 30, 2021",in,Summer,0,Ligue 1,2021,2021/2022
Stade Brestois 29,Guillaume Buon,23,Centre-Back,Bastia-Borgo,"End of loanJun 30, 2021",in,Summer,0,Ligue 1,2021,2021/2022
Stade Brestois 29,Romain Perraud,23,Left-Back,Southampton,£10.80m,out,Summer,10.8,Ligue 1,2021,2021/2022
Stade Brestois 29,Heriberto Tavares,24,Right Winger,Famalicão,£1.08m,out,Summer,1.08,Ligue 1,2021,2021/2022
Stade Brestois 29,Gaëtan Charbonnier,32,Centre-Forward,AJ Auxerre,free transfer,out,Summer,NA,Ligue 1,2021,2021/2022
Stade Brestois 29,Mouez Hassen,26,Goalkeeper,Club Africain,free transfer,out,Summer,NA,Ligue 1,2021,2021/2022
Stade Brestois 29,Ferris N'Goma,28,Central Midfield,LB Châteauroux,free transfer,out,Summer,NA,Ligue 1,2021,2021/2022
Stade Brestois 29,Idrissa Dioh,22,Defensive Midfield,Vilafranquense,free transfer,out,Summer,NA,Ligue 1,2021,2021/2022
Stade Brestois 29,Romain Philippoteaux,33,Left Winger,Dijon,loan transfer,out,Summer,NA,Ligue 1,2021,2021/2022
Stade Brestois 29,Paul Lasne,32,Defensive Midfield,Without Club,-,out,Summer,0,Ligue 1,2021,2021/2022
Stade Brestois 29,Guillaume Buon,23,Centre-Back,Without Club,-,out,Summer,0,Ligue 1,2021,2021/2022
Stade Brestois 29,Ludovic Baal,35,Left-Back,Without Club,-,out,Summer,0,Ligue 1,2021,2021/2022
Stade Brestois 29,Bandiougou Fadiga,20,Attacking Midfield,Paris SG,"End of loanJun 30, 2021",out,Summer,0,Ligue 1,2021,2021/2022
Stade Brestois 29,Jean Lucas,23,Central Midfield,Olympique Lyon,"End of loanJun 30, 2021",out,Summer,0,Ligue 1,2021,2021/2022
Stade Brestois 29,Lilian Brassier,21,Centre-Back,Stade Rennais,"End of loanJun 30, 2021",out,Summer,0,Ligue 1,2021,2021/2022
FC Nantes,Alban Lafont,22,Goalkeeper,Fiorentina,£6.75m,in,Summer,6.75,Ligue 1,2021,2021/2022
FC Nantes,Rémy Descamps,25,Goalkeeper,RSC Charleroi,?,in,Summer,NA,Ligue 1,2021,2021/2022
FC Nantes,Willem Geubbels,20,Left Winger,Monaco,loan transfer,in,Summer,NA,Ligue 1,2021,2021/2022
FC Nantes,Osman Bukari,22,Right Winger,KAA Gent,loan transfer,in,Summer,NA,Ligue 1,2021,2021/2022
FC Nantes,Wylan Cyprien,26,Central Midfield,Parma,loan transfer,in,Summer,NA,Ligue 1,2021,2021/2022
FC Nantes,Gor Manvelyan,19,Attacking Midfield,FC Nantes B,-,in,Summer,0,Ligue 1,2021,2021/2022
FC Nantes,Quentin Merlin,19,Left Midfield,FC Nantes B,-,in,Summer,0,Ligue 1,2021,2021/2022
FC Nantes,Samuel Moutoussamy,24,Central Midfield,Fortuna Sittard,"End of loanJun 30, 2021",in,Summer,0,Ligue 1,2021,2021/2022
FC Nantes,Élie Youan,22,Left Winger,FC St. Gallen,"End of loanJun 30, 2021",in,Summer,0,Ligue 1,2021,2021/2022
FC Nantes,Molla Wagué,30,Centre-Back,Amiens SC,"End of loanJun 30, 2021",in,Summer,0,Ligue 1,2021,2021/2022
FC Nantes,Lucas Evangelista,26,Central Midfield,RB Bragantino,"End of loanJun 30, 2021",in,Summer,0,Ligue 1,2021,2021/2022
FC Nantes,Alexandre Olliero,25,Goalkeeper,Pau FC,"End of loanJun 30, 2021",in,Summer,0,Ligue 1,2021,2021/2022
FC Nantes,Imrân Louza,22,Central Midfield,Watford,£9.00m,out,Summer,9,Ligue 1,2021,2021/2022
FC Nantes,Abdoulaye Touré,27,Defensive Midfield,Genoa,£3.15m,out,Summer,3.15,Ligue 1,2021,2021/2022
FC Nantes,Lucas Evangelista,26,Central Midfield,RB Bragantino,£1.44m,out,Summer,1.44,Ligue 1,2021,2021/2022
FC Nantes,Élie Youan,22,Left Winger,FC St. Gallen,£450Th.,out,Summer,0.45,Ligue 1,2021,2021/2022
FC Nantes,Batista Mendy,21,Defensive Midfield,SCO Angers,free transfer,out,Summer,NA,Ligue 1,2021,2021/2022
FC Nantes,Alexandre Olliero,25,Goalkeeper,Pau FC,free transfer,out,Summer,NA,Ligue 1,2021,2021/2022
FC Nantes,Thomas Basila,22,Centre-Back,KV Oostende,free transfer,out,Summer,NA,Ligue 1,2021,2021/2022
FC Nantes,Bridge Ndilu,21,Centre-Forward,Quevilly Rouen,loan transfer,out,Summer,NA,Ligue 1,2021,2021/2022
FC Nantes,Abdoul Kader Bamba,27,Right Winger,Amiens SC,loan transfer,out,Summer,NA,Ligue 1,2021,2021/2022
FC Nantes,Anthony Walongwa,27,Centre-Back,Without Club,-,out,Summer,0,Ligue 1,2021,2021/2022
FC Nantes,Alban Lafont,22,Goalkeeper,Fiorentina,"End of loanJun 30, 2021",out,Summer,0,Ligue 1,2021,2021/2022
ESTAC Troyes,Metinho,18,Central Midfield,Fluminense,£4.50m,in,Summer,4.5,Ligue 1,2021,2021/2022
ESTAC Troyes,Mama Baldé,25,Right Winger,Dijon,£3.15m,in,Summer,3.15,Ligue 1,2021,2021/2022
ESTAC Troyes,Renaud Ripart,28,Attacking Midfield,Nîmes Olympique,£2.97m,in,Summer,2.97,Ligue 1,2021,2021/2022
ESTAC Troyes,Giulian Biancone,21,Right-Back,Monaco,£2.25m,in,Summer,2.25,Ligue 1,2021,2021/2022
ESTAC Troyes,Rominigue Kouamé,24,Central Midfield,LOSC Lille,£2.25m,in,Summer,2.25,Ligue 1,2021,2021/2022
ESTAC Troyes,Gerson Rodrigues,26,Left Winger,Dynamo Kyiv,Loan fee:£900Th.,in,Summer,0.9,Ligue 1,2021,2021/2022
ESTAC Troyes,Mykola Kukharevych,20,Centre-Forward,Rukh Lviv,£270Th.,in,Summer,0.27,Ligue 1,2021,2021/2022
ESTAC Troyes,Yasser Larouci,20,Left-Back,Liverpool U23,free transfer,in,Summer,NA,Ligue 1,2021,2021/2022
ESTAC Troyes,Adil Rami,35,Centre-Back,Boavista,free transfer,in,Summer,NA,Ligue 1,2021,2021/2022
ESTAC Troyes,Youssouf Koné,26,Left-Back,Olympique Lyon,loan transfer,in,Summer,NA,Ligue 1,2021,2021/2022
ESTAC Troyes,Patrick Roberts,24,Right Winger,Man City,loan transfer,in,Summer,NA,Ligue 1,2021,2021/2022
ESTAC Troyes,Philippe Sandler,24,Centre-Back,Man City,loan transfer,in,Summer,NA,Ligue 1,2021,2021/2022
ESTAC Troyes,Jessy Moulin,35,Goalkeeper,Saint-Étienne,?,in,Summer,NA,Ligue 1,2021,2021/2022
ESTAC Troyes,Nassim Chadli,19,Centre-Forward,Nîmes B,?,in,Summer,NA,Ligue 1,2021,2021/2022
ESTAC Troyes,Xavier Chavalerin,30,Central Midfield,Stade Reims,?,in,Summer,NA,Ligue 1,2021,2021/2022
ESTAC Troyes,Issa Kaboré,20,Right-Back,Man City,loan transfer,in,Summer,NA,Ligue 1,2021,2021/2022
ESTAC Troyes,Erik Palmer-Brown,24,Centre-Back,Man City U23,loan transfer,in,Summer,NA,Ligue 1,2021,2021/2022
ESTAC Troyes,Mahamadou Dembélé,22,Centre-Back,Pau FC,"End of loanJun 30, 2021",in,Summer,0,Ligue 1,2021,2021/2022
ESTAC Troyes,Kemehlo Nguena,21,Defensive Midfield,Slavia Sofia,free transfer,out,Summer,NA,Ligue 1,2021,2021/2022
ESTAC Troyes,Maxime Barthelmé,32,Left Midfield,Guingamp,free transfer,out,Summer,NA,Ligue 1,2021,2021/2022
ESTAC Troyes,Stone Mambo,22,Centre-Back,US Orléans,free transfer,out,Summer,NA,Ligue 1,2021,2021/2022
ESTAC Troyes,Terence Baya,23,Left-Back,Vendsyssel FF,free transfer,out,Summer,NA,Ligue 1,2021,2021/2022
ESTAC Troyes,Mahamadou Dembélé,22,Centre-Back,Pau FC,loan transfer,out,Summer,NA,Ligue 1,2021,2021/2022
ESTAC Troyes,Rui Pires,23,Defensive Midfield,Paços Ferreira,loan transfer,out,Summer,NA,Ligue 1,2021,2021/2022
ESTAC Troyes,Dylan Saint-Louis,26,Right Winger,Hatayspor,?,out,Summer,NA,Ligue 1,2021,2021/2022
ESTAC Troyes,Eden Massouema,24,Defensive Midfield,Without Club,-,out,Summer,0,Ligue 1,2021,2021/2022
ESTAC Troyes,Mykola Kukharevych,20,Centre-Forward,OH Leuven,loan transfer,out,Summer,NA,Ligue 1,2021,2021/2022
ESTAC Troyes,Filip Krastev,19,Attacking Midfield,Lommel SK,"End of loanAug 26, 2021",out,Summer,0,Ligue 1,2021,2021/2022
ESTAC Troyes,Umut Bozok,24,Centre-Forward,FC Lorient,"End of loanJun 30, 2021",out,Summer,0,Ligue 1,2021,2021/2022
ESTAC Troyes,Alimami Gory,24,Left Winger,Cercle Brugge,"End of loanJun 30, 2021",out,Summer,0,Ligue 1,2021,2021/2022
ESTAC Troyes,Lenny Pintor,20,Left Winger,Olympique Lyon,"End of loanJun 30, 2021",out,Summer,0,Ligue 1,2021,2021/2022
ESTAC Troyes,Rominigue Kouamé,24,Central Midfield,LOSC Lille,"End of loanJun 30, 2021",out,Summer,0,Ligue 1,2021,2021/2022
Clermont Foot 63,Elbasan Rashani,28,Left Winger,BB Erzurumspor,free transfer,in,Summer,NA,Ligue 1,2021,2021/2022
Clermont Foot 63,Cem Türkmen,19,Central Midfield,Bay. Leverkusen,free transfer,in,Summer,NA,Ligue 1,2021,2021/2022
Clermont Foot 63,Saîf-Eddine Khaoui,26,Attacking Midfield,Marseille,free transfer,in,Summer,NA,Ligue 1,2021,2021/2022
Clermont Foot 63,Oriol Busquets,22,Defensive Midfield,Barcelona B,free transfer,in,Summer,NA,Ligue 1,2021,2021/2022
Clermont Foot 63,Jean-Claude Billong,27,Centre-Back,Benevento,?,in,Summer,NA,Ligue 1,2021,2021/2022
Clermont Foot 63,Salis Abdul Samed,21,Defensive Midfield,JMG Abidjan,?,in,Summer,NA,Ligue 1,2021,2021/2022
Clermont Foot 63,Arial Mendy,26,Left-Back,Servette FC,?,in,Summer,NA,Ligue 1,2021,2021/2022
Clermont Foot 63,Pierre-Yves Hamel,27,Centre-Forward,FC Lorient,loan transfer,in,Summer,NA,Ligue 1,2021,2021/2022
Clermont Foot 63,Julien Boyer,23,Left-Back,Bourg-en-Bresse,"End of loanJun 30, 2021",in,Summer,0,Ligue 1,2021,2021/2022
Clermont Foot 63,Muhammed Cham,20,Attacking Midfield,Vendsyssel FF,"End of loanJun 30, 2021",in,Summer,0,Ligue 1,2021,2021/2022
Clermont Foot 63,Naël Jaby,20,Attacking Midfield,A. Lustenau,"End of loanJun 30, 2021",in,Summer,0,Ligue 1,2021,2021/2022
Clermont Foot 63,Till Cissokho,21,Centre-Back,A. Lustenau,"End of loanJun 30, 2021",in,Summer,0,Ligue 1,2021,2021/2022
Clermont Foot 63,Blankson Anoff,20,Attacking Midfield,A. Lustenau,"End of loanJun 30, 2021",in,Summer,0,Ligue 1,2021,2021/2022
Clermont Foot 63,Brandon Baiye,20,Defensive Midfield,A. Lustenau,"End of loanJun 30, 2021",in,Summer,0,Ligue 1,2021,2021/2022
Clermont Foot 63,Bryan Silva Teixeira,20,Right Winger,US Orléans,"End of loanJun 30, 2021",in,Summer,0,Ligue 1,2021,2021/2022
Clermont Foot 63,David Gomis,28,Right Winger,Pau FC,free transfer,out,Summer,NA,Ligue 1,2021,2021/2022
Clermont Foot 63,Muamer Aljic,21,Centre-Back,Louh.-Cuiseaux,free transfer,out,Summer,NA,Ligue 1,2021,2021/2022
Clermont Foot 63,Blankson Anoff,20,Attacking Midfield,Hesperange,free transfer,out,Summer,NA,Ligue 1,2021,2021/2022
Clermont Foot 63,Baïla Diallo,20,Left-Back,US Orléans,loan transfer,out,Summer,NA,Ligue 1,2021,2021/2022
Clermont Foot 63,Till Cissokho,21,Centre-Back,Quevilly Rouen,loan transfer,out,Summer,NA,Ligue 1,2021,2021/2022
Clermont Foot 63,Lorenzo Rajot,23,Central Midfield,Rodez AF,?,out,Summer,NA,Ligue 1,2021,2021/2022
Clermont Foot 63,Driss Trichard,26,Left-Back,USL Dunkerque,?,out,Summer,NA,Ligue 1,2021,2021/2022
Clermont Foot 63,Cem Türkmen,19,Central Midfield,A. Lustenau,loan transfer,out,Summer,NA,Ligue 1,2021,2021/2022
Clermont Foot 63,Bryan Silva Teixeira,20,Right Winger,A. Lustenau,loan transfer,out,Summer,NA,Ligue 1,2021,2021/2022
Clermont Foot 63,Brandon Baiye,20,Defensive Midfield,A. Lustenau,loan transfer,out,Summer,NA,Ligue 1,2021,2021/2022
Clermont Foot 63,Sofyan Chader,21,Left Winger,Stade-Lausanne,loan transfer,out,Summer,NA,Ligue 1,2021,2021/2022
Clermont Foot 63,Muhammed Cham,20,Attacking Midfield,A. Lustenau,loan transfer,out,Summer,NA,Ligue 1,2021,2021/2022
Clermont Foot 63,Salis Abdul Samed,21,Defensive Midfield,JMG Abidjan,"End of loanJun 30, 2021",out,Summer,0,Ligue 1,2021,2021/2022
LOSC Lille,Thiago Maia,24,Defensive Midfield,Flamengo,"End of loanDec 31, 2021",in,Winter,0,Ligue 1,2021,2021/2022
LOSC Lille,Jonathan Ikoné,23,Right Winger,Fiorentina,£12.60m,out,Winter,12.6,Ligue 1,2021,2021/2022
Paris Saint-Germain,Garissone Innocent,21,Goalkeeper,Vannes,"End of loanDec 20, 2021",in,Winter,0,Ligue 1,2021,2021/2022
Paris Saint-Germain,Rafinha,28,Attacking Midfield,Real Sociedad,loan transfer,out,Winter,NA,Ligue 1,2021,2021/2022
AS Monaco,Vanderson,20,Right-Back,Grêmio,£9.90m,in,Winter,9.9,Ligue 1,2021,2021/2022
Olympique Lyon,Camilo,22,Central Midfield,Cuiabá-MT,"End of loanDec 31, 2021",in,Winter,0,Ligue 1,2021,2021/2022
Olympique Lyon,Yahya Soumaré,21,Right Winger,Dijon,"End of loanDec 3, 2021",in,Winter,0,Ligue 1,2021,2021/2022
Olympique Lyon,Yahya Soumaré,21,Right Winger,Annecy FC,loan transfer,out,Winter,NA,Ligue 1,2021,2021/2022
Olympique Marseille,Jordan Amavi,27,Left-Back,OGC Nice,loan transfer,out,Winter,NA,Ligue 1,2021,2021/2022
RC Lens,Patrick Berg,24,Defensive Midfield,Bodø/Glimt,£4.05m,in,Winter,4.05,Ligue 1,2021,2021/2022
OGC Nice,Jordan Amavi,27,Left-Back,Marseille,loan transfer,in,Winter,NA,Ligue 1,2021,2021/2022
OGC Nice,Danilo Barbosa,25,Defensive Midfield,Palmeiras,"End of loanDec 31, 2021",in,Winter,0,Ligue 1,2021,2021/2022
OGC Nice,Hassane Kamara,27,Left-Back,Watford,£3.60m,out,Winter,3.6,Ligue 1,2021,2021/2022
FC Metz,Jean-Armel Kana-Biyik,32,Centre-Back,Without Club,-,in,Winter,0,Ligue 1,2021,2021/2022
AS Saint-Étienne,Paul Bernardoni,24,Goalkeeper,SCO Angers,loan transfer,in,Winter,NA,Ligue 1,2021,2021/2022
AS Saint-Étienne,Sada Thioub,26,Right Winger,SCO Angers,loan transfer,in,Winter,NA,Ligue 1,2021,2021/2022
AS Saint-Étienne,Joris Gnagnon,24,Centre-Back,Without Club,-,in,Winter,0,Ligue 1,2021,2021/2022
AS Saint-Étienne,Bakary Sako,33,Left Winger,Without Club,-,in,Winter,0,Ligue 1,2021,2021/2022
SCO Angers,Nabil Bentaleb,27,Central Midfield,Without Club,-,in,Winter,0,Ligue 1,2021,2021/2022
SCO Angers,Loïs Diony,29,Centre-Forward,Red Star,"End of loanDec 31, 2021",in,Winter,0,Ligue 1,2021,2021/2022
SCO Angers,Paul Bernardoni,24,Goalkeeper,Saint-Étienne,loan transfer,out,Winter,NA,Ligue 1,2021,2021/2022
SCO Angers,Sada Thioub,26,Right Winger,Saint-Étienne,loan transfer,out,Winter,NA,Ligue 1,2021,2021/2022
Stade Reims,Maxime Busi,22,Right-Back,Parma,loan transfer,in,Winter,NA,Ligue 1,2021,2021/2022
RC Strasbourg Alsace,Alexandre Pierre,20,Goalkeeper,Annecy FC,loan transfer,out,Winter,NA,Ligue 1,2021,2021/2022
RC Strasbourg Alsace,Bingourou Kamara,25,Goalkeeper,RSC Charleroi,loan transfer,out,Winter,NA,Ligue 1,2021,2021/2022
Stade Brestois 29,Paul Lasne,32,Defensive Midfield,Without Club,-,in,Winter,0,Ligue 1,2021,2021/2022
FC Nantes,Charly Jan,22,Goalkeeper,Bourg-en-Bresse,free transfer,out,Winter,NA,Ligue 1,2021,2021/2022
Clermont Foot 63,Jonathan Iglesias,33,Attacking Midfield,Paris FC,free transfer,out,Winter,NA,Ligue 1,2021,2021/2022
Bayern Munich,Dayot Upamecano,22,Centre-Back,RB Leipzig,£38.25m,in,Summer,38.25,1 Bundesliga,2021,2021/2022
Bayern Munich,Marcel Sabitzer,27,Central Midfield,RB Leipzig,£13.50m,in,Summer,13.5,1 Bundesliga,2021,2021/2022
Bayern Munich,Omar Richards,23,Left-Back,Reading,free transfer,in,Summer,NA,1 Bundesliga,2021,2021/2022
Bayern Munich,Sven Ulreich,32,Goalkeeper,Hamburger SV,free transfer,in,Summer,NA,1 Bundesliga,2021,2021/2022
Bayern Munich,Malik Tillman,19,Attacking Midfield,FC Bayern II,-,in,Summer,0,1 Bundesliga,2021,2021/2022
Bayern Munich,Josip Stanisic,21,Right-Back,FC Bayern II,-,in,Summer,0,1 Bundesliga,2021,2021/2022
Bayern Munich,Joshua Zirkzee,20,Centre-Forward,Parma,"End of loanJun 30, 2021",in,Summer,0,1 Bundesliga,2021,2021/2022
Bayern Munich,Chris Richards,21,Centre-Back,TSG Hoffenheim,"End of loanJun 30, 2021",in,Summer,0,1 Bundesliga,2021,2021/2022
Bayern Munich,Adrian Fein,22,Defensive Midfield,PSV Eindhoven,"End of loanJun 30, 2021",in,Summer,0,1 Bundesliga,2021,2021/2022
Bayern Munich,Michaël Cuisance,21,Central Midfield,Marseille,"End of loanJun 30, 2021",in,Summer,0,1 Bundesliga,2021,2021/2022
Bayern Munich,Christian Früchtl,21,Goalkeeper,1.FC Nuremberg,"End of loanJun 30, 2021",in,Summer,0,1 Bundesliga,2021,2021/2022
Bayern Munich,Lars Lukas Mai,21,Centre-Back,Darmstadt 98,"End of loanJun 30, 2021",in,Summer,0,1 Bundesliga,2021,2021/2022
Bayern Munich,David Alaba,29,Centre-Back,Real Madrid,free transfer,out,Summer,NA,1 Bundesliga,2021,2021/2022
Bayern Munich,Javi Martínez,32,Defensive Midfield,Qatar SC,free transfer,out,Summer,NA,1 Bundesliga,2021,2021/2022
Bayern Munich,Ron-Thorben Hoffmann,22,Goalkeeper,Sunderland,loan transfer,out,Summer,NA,1 Bundesliga,2021,2021/2022
Bayern Munich,Chris Richards,21,Centre-Back,TSG Hoffenheim,loan transfer,out,Summer,NA,1 Bundesliga,2021,2021/2022
Bayern Munich,Joshua Zirkzee,20,Centre-Forward,RSC Anderlecht,loan transfer,out,Summer,NA,1 Bundesliga,2021,2021/2022
Bayern Munich,Alexander Nübel,24,Goalkeeper,Monaco,loan transfer,out,Summer,NA,1 Bundesliga,2021,2021/2022
Bayern Munich,Lars Lukas Mai,21,Centre-Back,Werder Bremen,loan transfer,out,Summer,NA,1 Bundesliga,2021,2021/2022
Bayern Munich,Adrian Fein,22,Defensive Midfield,Greuther Fürth,loan transfer,out,Summer,NA,1 Bundesliga,2021,2021/2022
Bayern Munich,Jérôme Boateng,32,Centre-Back,Without Club,-,out,Summer,0,1 Bundesliga,2021,2021/2022
Bayern Munich,Tiago Dantas,20,Central Midfield,Benfica,"End of loanJun 30, 2021",out,Summer,0,1 Bundesliga,2021,2021/2022
RB Leipzig,André Silva,25,Centre-Forward,E. Frankfurt,£20.70m,in,Summer,20.7,1 Bundesliga,2021,2021/2022
RB Leipzig,Josko Gvardiol,19,Centre-Back,Dinamo Zagreb,£16.92m,in,Summer,16.92,1 Bundesliga,2021,2021/2022
RB Leipzig,Angeliño,24,Left Midfield,Man City,£16.20m,in,Summer,16.2,1 Bundesliga,2021,2021/2022
RB Leipzig,Ilaix Moriba,18,Central Midfield,Barcelona B,£14.40m,in,Summer,14.4,1 Bundesliga,2021,2021/2022
RB Leipzig,Benjamin Henrichs,24,Right-Back,Monaco,£13.50m,in,Summer,13.5,1 Bundesliga,2021,2021/2022
RB Leipzig,Mohamed Simakan,21,Centre-Back,R. Strasbourg,£13.50m,in,Summer,13.5,1 Bundesliga,2021,2021/2022
RB Leipzig,Caden Clark,18,Attacking Midfield,New York,£1.64m,in,Summer,1.64,1 Bundesliga,2021,2021/2022
RB Leipzig,Brian Brobbey,19,Centre-Forward,Ajax U21,free transfer,in,Summer,NA,1 Bundesliga,2021,2021/2022
RB Leipzig,Joscha Wosz,18,Attacking Midfield,RB Leipzig U19,-,in,Summer,0,1 Bundesliga,2021,2021/2022
RB Leipzig,Ben Klefisch,18,Central Midfield,RB Leipzig U19,-,in,Summer,0,1 Bundesliga,2021,2021/2022
RB Leipzig,Sidney Raebiger,16,Central Midfield,RB Leipzig U17,-,in,Summer,0,1 Bundesliga,2021,2021/2022
RB Leipzig,Ademola Lookman,23,Left Winger,Fulham,"End of loanJun 30, 2021",in,Summer,0,1 Bundesliga,2021,2021/2022
RB Leipzig,Hannes Wolf,22,Attacking Midfield,Bor. M'gladbach,"End of loanJun 30, 2021",in,Summer,0,1 Bundesliga,2021,2021/2022
RB Leipzig,Marcelo Saracchi,23,Left-Back,Galatasaray,"End of loanJun 30, 2021",in,Summer,0,1 Bundesliga,2021,2021/2022
RB Leipzig,Dayot Upamecano,22,Centre-Back,FC Bayern,£38.25m,out,Summer,38.25,1 Bundesliga,2021,2021/2022
RB Leipzig,Ibrahima Konaté,22,Centre-Back,Liverpool,£36.00m,out,Summer,36,1 Bundesliga,2021,2021/2022
RB Leipzig,Marcel Sabitzer,27,Central Midfield,FC Bayern,£13.50m,out,Summer,13.5,1 Bundesliga,2021,2021/2022
RB Leipzig,Hannes Wolf,22,Attacking Midfield,Bor. M'gladbach,£8.55m,out,Summer,8.55,1 Bundesliga,2021,2021/2022
RB Leipzig,Lazar Samardzic,19,Attacking Midfield,Udinese Calcio,£2.70m,out,Summer,2.7,1 Bundesliga,2021,2021/2022
RB Leipzig,Alexander Sörloth,25,Centre-Forward,Real Sociedad,Loan fee:£1.80m,out,Summer,1.8,1 Bundesliga,2021,2021/2022
RB Leipzig,Ademola Lookman,23,Left Winger,Leicester,loan transfer,out,Summer,NA,1 Bundesliga,2021,2021/2022
RB Leipzig,Hee-chan Hwang,25,Centre-Forward,Wolves,loan transfer,out,Summer,NA,1 Bundesliga,2021,2021/2022
RB Leipzig,Caden Clark,18,Attacking Midfield,New York,loan transfer,out,Summer,NA,1 Bundesliga,2021,2021/2022
RB Leipzig,Fabrice Hartmann,20,Right Winger,SC Paderborn,loan transfer,out,Summer,NA,1 Bundesliga,2021,2021/2022
RB Leipzig,Justin Kluivert,22,Left Winger,AS Roma,"End of loanJun 30, 2021",out,Summer,0,1 Bundesliga,2021,2021/2022
RB Leipzig,Angeliño,24,Left Midfield,Man City,"End of loanJun 30, 2021",out,Summer,0,1 Bundesliga,2021,2021/2022
RB Leipzig,Benjamin Henrichs,24,Right-Back,Monaco,"End of loanJun 30, 2021",out,Summer,0,1 Bundesliga,2021,2021/2022
Borussia Dortmund,Donyell Malen,22,Centre-Forward,PSV Eindhoven,£27.00m,in,Summer,27,1 Bundesliga,2021,2021/2022
Borussia Dortmund,Gregor Kobel,23,Goalkeeper,VfB Stuttgart,£13.50m,in,Summer,13.5,1 Bundesliga,2021,2021/2022
Borussia Dortmund,Soumaïla Coulibaly,17,Centre-Back,Paris SG U19,free transfer,in,Summer,NA,1 Bundesliga,2021,2021/2022
Borussia Dortmund,Abdoulaye Kamara,16,Defensive Midfield,Paris SG U19,free transfer,in,Summer,NA,1 Bundesliga,2021,2021/2022
Borussia Dortmund,Marin Pongracic,23,Centre-Back,VfL Wolfsburg,loan transfer,in,Summer,NA,1 Bundesliga,2021,2021/2022
Borussia Dortmund,Ansgar Knauff,19,Left Winger,B. Dortmund II,-,in,Summer,0,1 Bundesliga,2021,2021/2022
Borussia Dortmund,Jeremy Toljan,26,Right-Back,Sassuolo,"End of loanJun 30, 2021",in,Summer,0,1 Bundesliga,2021,2021/2022
Borussia Dortmund,Marius Wolf,26,Right Winger,1. FC Köln,"End of loanJun 30, 2021",in,Summer,0,1 Bundesliga,2021,2021/2022
Borussia Dortmund,Immanuel Pherai,20,Attacking Midfield,PEC Zwolle,"End of loanJun 30, 2021",in,Summer,0,1 Bundesliga,2021,2021/2022
Borussia Dortmund,Sergio Gómez,20,Left-Back,SD Huesca,"End of loanJun 30, 2021",in,Summer,0,1 Bundesliga,2021,2021/2022
Borussia Dortmund,Leonardo Balerdi,22,Centre-Back,Marseille,"End of loanJun 30, 2021",in,Summer,0,1 Bundesliga,2021,2021/2022
Borussia Dortmund,Jadon Sancho,21,Left Winger,Man Utd,£76.50m,out,Summer,76.5,1 Bundesliga,2021,2021/2022
Borussia Dortmund,Leonardo Balerdi,22,Centre-Back,Marseille,£9.90m,out,Summer,9.9,1 Bundesliga,2021,2021/2022
Borussia Dortmund,Thomas Delaney,29,Defensive Midfield,Sevilla FC,£5.40m,out,Summer,5.4,1 Bundesliga,2021,2021/2022
Borussia Dortmund,Jeremy Toljan,26,Right-Back,Sassuolo,£3.15m,out,Summer,3.15,1 Bundesliga,2021,2021/2022
Borussia Dortmund,Sergio Gómez,20,Left-Back,RSC Anderlecht,£2.03m,out,Summer,2.03,1 Bundesliga,2021,2021/2022
Borussia Dortmund,Lukasz Piszczek,36,Right-Back,Goczalkowice,free transfer,out,Summer,NA,1 Bundesliga,2021,2021/2022
Borussia Dortmund,Immanuel Pherai,20,Attacking Midfield,B. Dortmund II,-,out,Summer,0,1 Bundesliga,2021,2021/2022
VfL Wolfsburg,Sebastiaan Bornauw,22,Centre-Back,1. FC Köln,£12.15m,in,Summer,12.15,1 Bundesliga,2021,2021/2022
VfL Wolfsburg,Luca Waldschmidt,25,Second Striker,Benfica,£10.80m,in,Summer,10.8,1 Bundesliga,2021,2021/2022
VfL Wolfsburg,Aster Vranckx,18,Central Midfield,KV Mechelen,£7.20m,in,Summer,7.2,1 Bundesliga,2021,2021/2022
VfL Wolfsburg,Lukas Nmecha,22,Centre-Forward,Man City,£7.20m,in,Summer,7.2,1 Bundesliga,2021,2021/2022
VfL Wolfsburg,Maximilian Philipp,27,Second Striker,Dynamo Moscow,£6.75m,in,Summer,6.75,1 Bundesliga,2021,2021/2022
VfL Wolfsburg,Micky van de Ven,20,Centre-Back,FC Volendam,£3.15m,in,Summer,3.15,1 Bundesliga,2021,2021/2022
VfL Wolfsburg,Felix Nmecha,20,Attacking Midfield,Man City U23,free transfer,in,Summer,NA,1 Bundesliga,2021,2021/2022
